date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8,yt_pred_stacked_mlp
1947-10-01,1941.4491228070167,2114.317078452459,2074.077482088588,2082,2093.597527732729,2029.615235978266
1947-11-01,1761.9228070175436,1926.933125937961,1892.2494646064,2033,1741.7666614193508,1480.9424720209252
1947-12-01,1523.39649122807,1680.5491727802937,1651.163031653154,1937,1677.8859347553464,1537.4542162262408
1948-01-01,1346.6100877192978,1496.3962330191175,1500.1185014670032,1711,1753.535788683224,1652.0117303249654
1948-02-01,1328.9785087719297,1471.8892300064433,1480.4244806376855,1775,1739.437567935572,1669.0553566037775
1948-03-01,1465.662719298245,1601.698014332574,1614.8201357448772,1902,1888.1827194795087,1883.1534693139074
1948-04-01,1573.7153508771926,1702.875218855802,1720.3580983675265,1846,1983.316236258442,1939.414730605254
1948-05-01,1636.6100877192978,1758.894527902221,1780.512052716159,2083,1983.905765129817,1892.824074311288
1948-06-01,1791.0837719298245,1906.4927826208984,1932.0188408960369,2262,2158.2066304630985,2084.8934484011043
1948-07-01,2181.2942982456134,2289.827876740585,2319.036357644004,2193,2554.716004430552,2533.906181110977
1948-08-01,3286.0837719298243,3387.741912175916,3420.4067082232173,3792,3127.638201003201,3224.9487829434297
1948-09-01,2536.2942982456134,2631.077012156072,2666.971997896835,2343,3252.5870748991897,3492.979939566472
1948-10-01,2067.2416666666663,2155.148951222553,2194.0480161385403,2313,2329.5981921141965,2224.2772761725173
1948-11-01,1887.7153508771928,1968.747202998108,2010.424236632545,2179,2212.224623916176,2132.686406582887
1948-12-01,1649.1890350877188,1723.345454130493,1767.5743435893746,1975,2040.1687921261075,2016.6512439869582
1949-01-01,1472.402631578947,1540.1747186593695,1614.7986552471814,1880,1933.9856433428845,1838.4356306677491
1949-02-01,1454.7710526315786,1516.649919936748,1593.4057781957035,1930,1924.142354971164,1896.2684076311277
1949-03-01,1591.4552631578945,1647.4409085529314,1726.134879014617,2060,2053.185689511821,2049.004682792033
1949-04-01,1699.5078947368415,1749.600317366212,1830.0385892828688,1843,2121.5484272168123,2077.092607009938
1949-05-01,1762.402631578947,1806.601830702684,1888.590593210988,2052,2138.6876688060065,2074.258581588243
1949-06-01,1916.8763157894728,1955.1822897114127,2038.5277329042333,2039,2266.962148436801,2213.790710950876
1949-07-01,2307.086842105263,2339.499588121153,2424.007903099451,2351,2466.5137574813493,2433.3403924149284
1949-08-01,3411.876315789473,3438.3958278465366,3523.873209059797,3394,3112.618594561917,3251.918120124102
1949-09-01,2662.086842105263,2682.7131321167444,2768.965756048429,3581,2846.6459543004894,3016.640934569317
1949-10-01,2193.034210526316,2207.7672754732785,2294.6013335390307,2489,2984.594223440351,3097.2310394574847
1949-11-01,2013.5078947368413,2022.347731538886,2109.569415215814,2468,2447.2105980837373,2336.3675240013467
1949-12-01,1774.981578947368,1777.9281869613235,1865.343685289304,2134,2239.3206142584318,2176.2384981414425
1950-01-01,1598.195175438596,1595.7396557802529,1711.224461997654,1903,2070.482450931117,1995.8158248486684
1950-02-01,1580.5635964912276,1573.1970613476838,1688.5203519306008,1719,2033.9567299616117,1989.7650353954853
1950-03-01,1717.2478070175434,1704.9702542539198,1819.9705216678208,1617,2029.4061071961075,2031.4423562616835
1950-04-01,1825.3004385964907,1808.111867357253,1922.627602788263,1818,1992.4547221399064,1940.655237709299
1950-05-01,1888.195175438596,1866.095584983777,1979.9652795024524,2067,2110.0116713746497,2077.5738377445805
1950-06-01,2042.6688596491224,2015.6582482825595,2128.720393915652,2457,2224.1421048950897,2178.556972238539
1950-07-01,2432.879385964912,2400.957750982352,2513.050840764705,2600,2698.725168540335,2700.567643135246
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3306.4569679950814,3381.338698258828
1950-09-01,2787.879385964912,2746.1357035580486,2855.806152822999,2693,3577.9127824475627,3732.5990475397716
1950-10-01,2318.8267543859647,2272.1720512046354,2380.388912769083,2448,2725.543317076077,2701.1937008081404
1950-11-01,2139.300438596491,2087.734711560295,2194.33647883523,2250,2495.276899870172,2469.3638873067325
1950-12-01,1900.7741228070167,1844.2973712727853,1949.1225352319664,1972,2192.076661085717,2177.622693083816
1951-01-01,1723.987719298245,1663.0910443817672,1794.047400197444,1682,2002.6536193907416,1950.7759584536248
1951-02-01,1706.3561403508768,1641.530654239251,1770.4196803214015,1730,1840.2046706665635,1781.4902031863949
1951-03-01,1843.0403508771924,1774.2860514355395,1900.978542183514,1814,1878.8975871882817,1831.821727308375
1951-04-01,1951.09298245614,1878.4098688289253,2002.7766173627303,1900,2021.392437881441,1963.8622641446307
1951-05-01,2013.987719298245,1937.375790745502,2059.2875900695763,2051,2188.512920383572,2144.152572075086
1951-06-01,2168.461403508772,2087.920658334337,2207.2483024093144,2290,2435.181010205791,2411.998725209678
1951-07-01,2558.6719298245607,2474.202365324182,2590.816649118788,2599,2744.4341156470264,2769.095977941108
1951-08-01,3663.461403508772,3575.0630136296704,3688.834735461154,3428,3174.05274303599,3294.6471602967904
1951-09-01,2913.671929824561,2821.344726479984,2932.1446666995707,2262,3072.884291689687,3229.347003890202
1951-10-01,2444.6192982456137,2348.363278416623,2456.0622323077214,2242,2483.5509210914,2411.6696728695097
1951-11-01,2265.09298245614,2164.9081430623355,2269.376905969818,2103,2264.6624653623826,2225.986411534259
1951-12-01,2026.5666666666664,1922.4530070648784,2023.5623718963857,1825,2022.9634877172048,1997.8971869980007
1952-01-01,1849.7802631578943,1742.228884463913,1867.9189483255768,1670,1861.1704305361432,1764.938496807096
1952-02-01,1832.148684210526,1721.6506986114491,1843.7552418471296,1681,1841.209893817581,1792.8236390046293
1952-03-01,1968.8328947368416,1855.3883000977903,1973.81041904072,1713,1931.9919983673324,1891.2066494756834
1952-04-01,2076.885526315789,1960.4943217812288,2075.137111485296,1954,1986.95592812284,1919.1028244791255
1952-05-01,2139.7802631578943,2020.442447987858,2131.209003391384,1876,2135.943013850513,2108.3941124616204
1952-06-01,2294.2539473684205,2171.969519866745,2278.7629368642456,2272,2269.715557738094,2207.8093877538086
1952-07-01,2684.46447368421,2559.233431146644,2661.956806640725,2612,2684.3943585052198,2733.6900191222717
1952-08-01,3789.253947368421,3661.076283742184,3759.63271798398,3590,3034.7348630131005,3180.8044930512906
1952-09-01,3039.46447368421,2908.34020088255,3002.6327761571665,2496,2886.170529707978,3044.397889503308
1952-10-01,2570.4118421052626,2436.3409571092425,2526.27277063397,2441,2457.412065039796,2393.7043620233753
1952-11-01,2390.8855263157893,2253.868026045008,2339.342175098601,2340,2268.818424125736,2220.6471577788957
1952-12-01,2152.359210526315,2012.3950943376028,2093.3146737615853,2090,2050.985174066736,2018.2979385608169
1953-01-01,1975.572807017544,1833.1531760266896,1937.490584861076,1812,1941.2403823671848,1864.155415988535
1953-02-01,1957.941228070175,1813.5571944642784,1913.1785149868088,1788,1874.6076359552203,1816.6704865561242
1953-03-01,2094.6254385964908,1948.2770002406728,2043.1176307184624,1837,1953.9523878268487,1912.3950347339182
1953-04-01,2202.6780701754383,2054.365226214164,2144.360563634984,1993,2052.159336276748,2005.7203847073913
1953-05-01,2265.572807017544,2115.295556710845,2200.380997946899,2021,2106.013694969407,2054.8273351053863
1953-06-01,2420.046491228069,2267.804832879786,2347.9157757594703,2199,2347.070659818835,2295.8721430325736
1953-07-01,2810.2570175438595,2656.050948449736,2731.122791809541,2622,2725.7064562485552,2744.808213166378
1953-08-01,3915.04649122807,3758.87600533533,3828.8441513602697,3787,3177.812773310017,3314.0497805719783
1953-09-01,3165.2570175438595,3007.122126765748,3071.921959674812,2914,3138.628777513312,3318.8876987075228
1953-10-01,2696.204385964912,2536.1050872824926,2595.672006226853,2487,2807.735699686662,2800.5059736954604
1953-11-01,2516.6780701754383,2354.6143605083103,2408.883764700604,2314,2485.0704908958696,2428.4612879268493
1953-12-01,2278.1517543859645,2114.1236330909583,2163.0309193065905,2139,2199.950082345504,2166.385387604841
1954-01-01,2101.3653508771927,1935.863919070098,2007.4137882829648,2124,2028.9013016174065,1971.421418556528
1954-02-01,2083.7337719298243,1917.25014179774,1983.340978219464,2214,2033.0370799700197,2026.1910545552678
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695766,2234,2174.3806753770696,2188.8486152580676
1954-04-01,2328.4706140350872,2160.022582127729,2215.098452290817,2279,2286.8030590712497,2266.3896934127665
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151453,2423,2315.1422867203974,2265.4111071001294
1954-06-01,2545.839035087719,2375.426597373457,2419.3582975740114,2290,2499.8368507008518,2447.165039108651
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2829.595004982435,2804.0615208735717
1954-08-01,4040.839035087719,3868.462178409106,3901.1205140690463,4485,3470.152845207703,3597.9199930266386
1954-09-01,3291.0495614035085,3117.6905041295768,3144.66369573153,3085,3673.9962981629214,3872.9269081491966
1954-10-01,2821.996929824561,2647.6556689363742,2668.911417565394,2852,2987.9649928185554,2943.684387109551
1954-11-01,2642.4706140350872,2467.1471464522447,2482.6531532548497,2629,2676.099494107129,2617.409691671752
1954-12-01,2403.944298245614,2227.638623324945,2237.362587010424,2435,2443.885240448425,2406.7145002568273
1955-01-01,2227.1578947368416,2050.3611135941374,2082.3400370702675,2227,2363.956025364919,2329.934162620477
1955-02-01,2209.5263157894733,2032.729540611832,2058.894110024119,1944,2325.677504838712,2333.494039018779
1955-03-01,2346.210526315789,2169.4137549683305,2189.7639724516544,2125,2325.7768251266166,2315.9242316487466
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931822,2260,2439.76092366238,2433.3009864959417
1955-05-01,2517.1578947368416,2340.361128598713,2349.0826446751475,2299,2506.5639892681565,2495.5662249826337
1955-06-01,2671.6315789473683,2494.83481334776,2497.741980786893,2323,2571.794534825656,2489.280086712784
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659,3131.217731142354,3110.9317016651166
1955-08-01,4166.631578947368,3989.8348029635135,3981.113284589335,3761,3754.421975214944,3838.0567192499298
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,3511.0659716520327,3662.364335925544
1955-10-01,2947.78947368421,2770.992702070887,2750.642483128617,2761,3020.8995821312537,3010.138836729268
1955-11-01,2768.2631578947367,2591.46638387681,2565.301819240364,2446,2805.4576845698434,2810.4035509360106
1955-12-01,2529.736842105263,2352.940065039564,2320.961155352111,2278,2515.250351415169,2511.828518927321
1956-01-01,2352.9504385964906,2176.644759598808,2166.9208097020087,1879,2304.385953692786,2280.0399452592187
1956-02-01,2335.3188596491223,2159.9953909065543,2144.4893888797974,1881,2077.8962221637603,2024.808384004799
1956-03-01,2472.003070175438,2297.661809553106,2276.406059465152,2165,2206.753643751831,2197.4447551124567
1956-04-01,2580.0557017543856,2406.696648396755,2379.7234530370206,2199,2380.812380307343,2404.223831950187
1956-05-01,2642.950438596491,2470.5735917635943,2437.9152538059293,2308,2421.243424734733,2413.08064319486
1956-06-01,2797.4241228070173,2626.029480802693,2587.7183038771404,2529,2532.013347209394,2488.5244332262873
1956-07-01,3187.634649122807,3017.222209242801,2973.2904979874984,2573,2957.7023409824965,2976.3122812425167
1956-08-01,4292.424122807017,4122.993878998553,4073.473941400159,3946,3325.365659051212,3406.8072200036063
1956-09-01,3542.6346491228064,3374.186613299129,3319.1107393782804,3200,3400.25902344146,3576.161313368268
1956-10-01,3073.58201754386,2906.116186686031,2845.516681395547,2574,3125.9280195888728,3163.2174240959125
1956-11-01,2894.0557017543856,2727.5720727820067,2661.481241136169,2422,2644.655755118025,2584.352714553313
1956-12-01,2655.529385964912,2490.027958234812,2418.4781028106745,2446,2365.256304560589,2348.3878613890806
1957-01-01,2478.74298245614,2314.71485708411,2265.807584657213,2828,2209.931919420917,2185.1796727079654
1957-02-01,2461.111403508771,2299.0476926819088,2244.7782932655227,2879,2396.685713853243,2448.903042626642
1957-03-01,2597.795614035087,2437.6963156185134,2378.129395215282,2800,2644.438169918069,2700.4151369310016
1957-04-01,2705.8482456140346,2547.713358752215,2482.913522085437,2835,2707.2160701060643,2694.9031247874736
1957-05-01,2768.74298245614,2612.5725064091066,2542.6043580865144,2585,2760.901971816561,2732.7325820056394
1957-06-01,2923.2166666666662,2769.010599738257,2693.938745323776,2787,2735.434636675599,2659.6898078148374
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3037.6112421419925,3023.917481850933
1957-08-01,4418.216666666667,4267.939406514222,4182.853962980543,4746,3794.098203268124,3884.902627346026
1957-09-01,3668.427192982456,3520.114345104851,3430.119003926361,3613,3972.813147176359,4106.600753538056
1957-10-01,3199.3745614035083,3053.0261227818064,2958.185490845207,3463,3317.438892245936,3278.386154500386
1957-11-01,3019.8482456140346,2875.4642131678343,2775.84289742129,3274,3089.131054134892,3029.6603856788615
1957-12-01,2781.321929824561,2638.9023029106925,2534.564907865138,2801,3011.8875882207326,2966.921876813631
1958-01-01,2604.535526315789,2464.5714060500427,2383.6518404149024,2488,2950.376070793511,2920.5510497589275
1958-02-01,2586.9039473684206,2449.8864459378947,2364.4123016603203,2386,2812.294607818969,2799.3892474652584
1958-03-01,2723.5881578947365,2589.517273164552,2499.585458181069,2428,2806.096329152718,2821.5219132565226
1958-04-01,2831.6407894736835,2700.516520588306,2606.223941556096,2678,2840.7696325252227,2845.802993299502
1958-05-01,2894.535526315789,2766.3578725352504,2667.801435995927,2744,2854.965463949121,2838.562465056752
1958-06-01,3049.009210526316,2923.7781701544536,2821.054783605826,2772,3102.732968323073,3042.37175727488
1958-07-01,3439.219736842105,3316.935307174668,3210.141879122634,3520,3622.677665454788,3565.873986393919
1958-08-01,4544.009210526316,4424.671385510524,4313.904827809509,3833,4291.748214663574,4285.592189263006
1958-09-01,3794.219736842105,3677.8285283912046,3563.185734929611,3377,3953.5217687580607,3974.0768731853627
1958-10-01,3325.1671052631573,3211.7225103582123,3093.3003899566206,3013,3688.948744142144,3676.3986365297574
1958-11-01,3145.640789473684,3035.142805034293,2913.038266574751,2871,3315.070435048789,3313.8361574748305
1958-12-01,2907.11447368421,2799.5630990672043,2673.8730489945274,2592,2929.4748587667486,2943.213558510374
1959-01-01,2730.328070175438,2626.214406496607,2525.1050554541025,2375,2639.9219750397187,2630.385082549271
1959-02-01,2712.6964912280696,2612.511650674512,2508.0428925432134,2304,2533.836595696817,2520.8115625702694
1959-03-01,2849.3807017543854,2753.124682191221,2645.4257268415367,2464,2602.3616225095884,2591.705324161953
1959-04-01,2957.433333333333,2865.1061339050275,2754.306189928021,2557,2799.825995698264,2810.6061060832176
1959-05-01,3020.3280701754384,2931.929690142025,2818.157966013191,2739,2877.645528288408,2865.2400590837715
1959-06-01,3174.8017543859646,3090.332192051281,2973.717897202311,2714,3102.640008328244,3081.9004744080435
1959-07-01,3565.012280701754,3484.471533361547,3365.1438782322234,3102,3506.67641622885,3503.6185882419863
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,3706.876170473379,3758.0948880279616
1959-09-01,3920.012280701754,3847.32916315819,3722.962410867053,3772,3787.628988835105,3884.3990118933702
1959-10-01,3450.9596491228067,3382.2053494152506,3255.5128572088133,3245,3581.6387678457604,3622.044721303994
1959-11-01,3271.433333333333,3206.6078483813835,3077.718827075575,3104,3227.395157250613,3214.5541289854577
1959-12-01,3032.907017543859,2972.010346704348,2841.0540046778656,2869,2933.325402428934,2933.322067998998
1960-01-01,2856.120614035088,2799.643858423802,2694.818708253837,2513,2697.6958572936483,2684.0772938156606
1960-02-01,2838.489035087719,2786.9233068917592,2680.321544393226,2385,2548.4546689282,2517.177722978663
1960-03-01,2975.1732456140344,2928.5185426985217,2820.30167967571,2756,2607.303089565304,2601.625780871332
1960-04-01,3083.225877192982,3041.4821987023806,2931.8117456802365,2927,2857.9722013731684,2894.7603404988877
1960-05-01,3146.120614035088,3109.2879592294303,2998.325426617332,2940,3038.7646082029955,3055.5176733872413
1960-06-01,3300.5942982456136,3268.6726654287395,3156.579564592258,3180,3115.1830688416267,3074.599956149648
1960-07-01,3690.804824561403,3663.794211029058,3550.7320543418587,3791,3546.060511834049,3519.4850199687266
1960-08-01,4795.594298245615,4773.49469794502,4659.625001129291,4093,4119.843438093833,4120.807627056548
1960-09-01,4045.804824561403,4028.6162494058062,3914.100510217713,4309,4083.878202258272,4091.585796345547
1960-10-01,3576.752192982456,3564.4746399529195,3449.4743710808075,3532,3933.3221929268257,3946.67013322601
1960-11-01,3397.225877192982,3389.8593432091047,3274.536057402788,3408,3524.977976853388,3488.6807632312093
1960-12-01,3158.6995614035086,3156.244045822121,3040.759253394177,2839,3208.640992209408,3206.1861585805773
1961-01-01,2981.9131578947363,2984.859761831629,2897.4442772931293,2792,2762.7238613661325,2711.5452700484893
1961-02-01,2964.281578947368,2973.1214145896383,2885.8997356893824,2798,2731.545908249516,2711.5324033151883
1961-03-01,3100.965789473684,3115.698854686453,3028.8647951626126,3007,2959.236431779833,2961.2915157076027
1961-04-01,3209.018421052631,3229.6447149803653,3143.3920872917665,3086,3179.737601065584,3190.4929440160067
1961-05-01,3271.9131578947363,3298.432679797468,3212.955296287372,3201,3300.2366609854644,3262.5133000968603
1961-06-01,3426.386842105263,3458.799590286829,3374.29126425469,3428,3566.009828370395,3506.87357655382
1961-07-01,3816.597368421052,3854.9033401772,3771.557885930565,3754,3973.129857955105,3909.7206341596675
1961-08-01,4921.386842105263,4965.586031383215,4883.597266578154,4917,4239.829185864329,4181.346276780445
1961-09-01,4171.597368421052,4221.689787134053,4141.251511460613,3760,4585.936468135064,4534.41710218975
1961-10-01,3702.544736842105,3758.530381971219,3679.836410051629,3609,3952.0928953912494,3869.467994161316
1961-11-01,3523.018421052632,3584.897289517457,3508.141436035411,3471,3635.879728345848,3603.225440886639
1961-12-01,3284.4921052631576,3352.264196420527,3277.640273622486,3347,3250.9255699170017,3233.892557109284
1962-01-01,3107.7057017543857,3181.862116720087,3137.633241051006,3333,3150.2085004385617,3150.2472883936325
1962-02-01,3090.074122807017,3171.105973768149,3129.428944910707,3456,3189.1231988231925,3178.433085080117
1962-03-01,3226.758333333333,3314.6656181550165,3275.7665517812666,3569,3417.444311696019,3417.95267867308
1962-04-01,3334.8109649122803,3429.593682738981,3393.698693241635,3900,3571.0286952008078,3540.239100921185
1962-05-01,3397.705701754385,3499.363851846136,3466.6990535023347,3909,3773.1212521204016,3727.1925425987906
1962-06-01,3552.179385964912,3660.7129666255496,3631.5044746686303,4098,3947.491755739718,3851.9977631159018
1962-07-01,3942.3899122807015,4057.798920805974,4032.272851477365,4826,4326.364190243392,4202.481698684725
1962-08-01,5047.179385964912,5169.463816302041,5147.846289191695,5770,4774.017682144118,4640.694589770634
1962-09-01,4297.3899122807015,4426.549776342932,4409.066893074779,5108,4692.028769418816,4583.990120925639
1962-10-01,3828.337280701754,3964.37257547015,3951.250452600301,4360,4465.679336300493,4318.317729553965
1962-11-01,3648.81096491228,3791.721687306441,3783.1864414524703,4100,4050.528367554913,3910.008990652403
1962-12-01,3410.2846491228065,3560.070798499563,3556.348543841816,3562,3776.160392683066,3677.5378395248886
1963-01-01,3233.4982456140347,3390.650923089176,3420.037078006486,3284,3497.242240612324,3407.4355580013034
1963-02-01,3215.8666666666663,3380.876984427291,3415.5606505362225,3278,3434.0444897388084,3341.497445537206
1963-03-01,3352.5508771929817,3525.418833104211,3565.6584280106995,3424,3616.7941544933615,3522.7185503932774
1963-04-01,3460.6035087719297,3641.329101978228,3687.383042008865,3843,3909.351561667385,3807.9399269871756
1963-05-01,3523.4982456140347,3712.0814753754353,3764.208176741248,3614,4134.267253249101,4007.763259651333
1963-06-01,3677.971929824561,3874.412794444902,3932.870674313105,3536,4280.379008414775,4080.4029280521677
1963-07-01,4068.182456140352,4272.480952915379,4337.528429461285,4505,4635.68898772559,4401.946567035037
1963-08-01,5172.971929824562,5385.128052701498,5457.02354744894,5456,5029.833476791291,4813.052522192537
1963-09-01,4423.18245614035,4643.196217032442,4722.198133539234,4881,5033.501498483392,4835.641285469417
1963-10-01,3954.129824561403,4182.0012204497125,4268.367977205846,4041,4725.717307107856,4534.034493246169
1963-11-01,3774.6035087719297,4010.332536576057,4104.32255213299,3724,4254.451439265738,4098.647097212724
1963-12-01,3536.077192982456,3779.663852059231,3881.53554253119,3525,3747.763478742794,3657.273144179081
1964-01-01,3359.290789473684,3611.226180938897,3749.307266638598,3437,3445.408876801295,3391.987613068649
1964-02-01,3341.659210526316,3602.434446567064,3748.946331044954,3324,3426.4491241954597,3375.169424650377
1964-03-01,3478.343421052631,3747.958499534037,3903.191902329933,3977,3619.637497236585,3548.357811377045
1964-04-01,3586.396052631578,3864.8509726981056,4029.0966120724825,4025,4089.938932468348,4034.156887867857
1964-05-01,3649.290789473684,3936.585550385366,4110.1341444831305,4016,4043.5879997729166,3935.6203744661957
1964-06-01,3803.7644736842094,4099.899073744885,4283.041341667136,4031,4151.863201701112,3979.8000768627835
1964-07-01,4193.974999999999,4498.949436505414,4691.976098361346,4489,4635.08117740761,4417.164980854932
1964-08-01,5298.76447368421,5612.578740581586,5815.780519828913,5563,4941.426806309751,4732.131226207494
1964-09-01,4548.974999999999,4871.629109202584,5085.296711333002,5709,4961.184636410441,4789.111969329059
1964-10-01,4079.922368421052,4411.4163169099065,4635.840462347291,4620,4791.198087556562,4626.783760468806
1964-11-01,3900.396052631578,4240.729837326304,4476.201246555991,4160,4333.236376682882,4157.653057790014
1964-12-01,3661.869736842105,4011.043357099529,4257.852748169633,4012,3933.293421418427,3795.0765018920633
1965-01-01,3485.083333333333,3843.587890269248,4130.095285426365,3987,3703.2011525602406,3613.4910236277797
1965-02-01,3467.4517543859643,3835.778360187468,4134.237464915925,4155,3725.436017216542,3640.103878657562
1965-03-01,3604.135964912281,3982.284617444493,4293.018453217992,4054,4143.036879109928,4024.2081158947685
1965-04-01,3712.188596491228,4100.159294898615,4423.49088191151,4485,4231.581876654224,4089.5506703743044
1965-05-01,3775.083333333333,4172.876076875928,4509.128435207008,4558,4396.050911498625,4240.221647027615
1965-06-01,3929.55701754386,4337.171804525499,4686.6679552097485,4462,4488.516014033371,4281.381917532496
1965-07-01,4319.767543859649,4737.204371576081,5100.267336656573,4594,4743.348048292253,4481.513252282016
1965-08-01,5424.557017543859,5851.815879942306,6228.7686848106405,6481,5058.293716551853,4778.684273490578
1965-09-01,4674.767543859649,5111.848452853355,5503.014104935106,6345,5309.064625131423,5050.542413196852
1965-10-01,4205.714912280701,4652.617864850732,5058.319386503657,5142,5125.528767615357,4857.925110834974
1965-11-01,4026.188596491228,4482.913589557181,4903.474003200504,4824,4690.961191824304,4431.771961870519
1965-12-01,3787.6622807017534,4254.20931362046,4689.951639236169,4573,4420.5499587914455,4206.089709741723
1966-01-01,3610.875877192982,4087.736051080232,4567.052612848809,4158,4244.418913978326,4089.329857720558
1966-02-01,3593.244298245613,4080.9087252885033,4576.085530628161,4140,4071.904471084595,3902.2440398219965
1966-03-01,3729.9285087719295,4228.39718683558,4739.7895591539,4251,4137.355734254575,3948.141671367817
1966-04-01,3837.981140350877,4347.254068579756,4875.217330004972,4734,4478.250306770519,4280.353412600476
1966-05-01,3900.875877192982,4420.953054847121,4965.842527391907,4858,4673.537972806118,4460.173004249397
1966-06-01,4055.3495614035087,4586.230986786745,5148.401993419966,4798,4710.054854738728,4451.897875796187
1966-07-01,4445.560087719298,4987.245758127379,5567.053622825992,5080,4959.920933877018,4630.997576738003
1966-08-01,5550.349561403508,6102.839470783657,6700.639520873141,6905,5341.994597546807,5000.38318164489
1966-09-01,4800.560087719297,5363.854247984758,5980.001792824574,5504,5454.659626901842,5146.0802019829225
1966-10-01,4331.507456140351,4905.605864272187,5540.456228153971,5457,5122.699352745911,4798.048667516634
1966-11-01,4151.9811403508775,4736.883793268689,5390.792300545545,5198,4948.512770941043,4677.4784699130705
1966-12-01,3913.454824561403,4509.161721622021,5182.483694209823,4890,4729.919052628777,4495.835000612567
